source,target,source_id_lab,target_id_lab,weight,weight_recs,weight_tfidf
0,4,UBERON:0000948 Heart,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,1,20,1.237638056
0,12,UBERON:0000948 Heart,UBERON:0002078 Right Cardiac Atrium,1,68,3.335405618
0,13,UBERON:0000948 Heart,UBERON:0002079 Left Cardiac Atrium,1,72,3.881728931
0,14,UBERON:0000948 Heart,UBERON:0002080 Right Ventricle,1,70,3.465520344
0,15,UBERON:0000948 Heart,UBERON:0002084 Left Ventricle,1,72,2.957770357
0,16,UBERON:0000948 Heart,UBERON:0002094 Interventricular Septum,1,59,3.497418094
1,5,UBERON:0001004 Lung,FMA:7360 Medial Bronchopulmonary Segment,1,74,3.109693425
1,6,UBERON:0001004 Lung,FMA:7361 Lateral Bronchopulmonary Segment,1,74,3.011192983
1,7,UBERON:0001004 Lung,FMA:7385 Left Apical Bronchopulmonary Segment,1,33,1.74503038
1,8,UBERON:0001004 Lung,FMA:7402 Lateral Segmental Bronchus,1,70,3.124523878
2,9,UBERON:0004538 Kidney,UBERON:0001228 Renal Papilla,1,32,2.170842689
2,10,UBERON:0004538 Kidney,UBERON:0001284 Renal Column,1,85,3.251027401
2,11,UBERON:0004538 Kidney,UBERON:0002015 Kidney Capsule,1,77,3.182507167
2,17,UBERON:0004538 Kidney,UBERON:0002189 Outer Cortex of Kidney,1,100,3.269177317
2,18,UBERON:0004538 Kidney,UBERON:0004200 Kidney Pyramid,1,99,3.210290525
2,19,UBERON:0004538 Kidney,UBERON:0008716 Hilum of Kidney,1,78,3.219139195
3,9,UBERON:0004539 Kidney,UBERON:0001228 Renal Papilla,1,32,2.170842689
3,10,UBERON:0004539 Kidney,UBERON:0001284 Renal Column,1,85,3.251027401
3,11,UBERON:0004539 Kidney,UBERON:0002015 Kidney Capsule,1,77,3.182507167
3,17,UBERON:0004539 Kidney,UBERON:0002189 Outer Cortex of Kidney,1,100,3.269177317
3,18,UBERON:0004539 Kidney,UBERON:0004200 Kidney Pyramid,1,99,3.210290525
3,19,UBERON:0004539 Kidney,UBERON:0008716 Hilum of Kidney,1,78,3.219139195
4,27,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000057,1,1,0.034103361
4,28,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000077,1,1,0.000927809
4,29,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000084,1,1,0.009678026
4,30,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000097,1,1,0
4,32,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000115,1,1,0.000115976
4,33,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000136,1,1,0.004677706
4,36,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000192,1,1,0.1034798
4,37,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000235,1,1,0.059250741
4,38,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000236,1,1,0
4,43,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000623,1,1,0.021657348
4,47,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0000669,1,1,0.155258886
4,60,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002129,1,1,0.000463905
4,61,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002131,1,1,0.546209134
4,62,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002138,1,1,0.000760264
4,63,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002144,1,1,0.213046646
4,66,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002350,1,1,0.00212623
4,69,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0002573,1,1,0.007088244
4,74,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:0011031,1,1,0.036720207
4,77,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:1000413,1,1,0.031859029
4,78,FMA:7267 Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle,CL:1000414,1,1,0.010214744
5,20,FMA:7360 Medial Bronchopulmonary Segment,ASCTB-TEMP:alveolar-m-proliferating,1,1,5.69511E-06
5,22,FMA:7360 Medial Bronchopulmonary Segment,ASCTB-TEMP:interstitial-m-perivascular,1,2,0.015326737
5,23,FMA:7360 Medial Bronchopulmonary Segment,ASCTB-TEMP:monocyte-derived-m,1,2,0.051167267
5,24,FMA:7360 Medial Bronchopulmonary Segment,ASCTB-TEMP:non-classical-monocytes,1,2,0.073618113
5,26,FMA:7360 Medial Bronchopulmonary Segment,ASCTB-TEMP:transitional-club-at2,1,2,0.007237303
5,29,FMA:7360 Medial Bronchopulmonary Segment,CL:0000084,1,2,0.000617639
5,30,FMA:7360 Medial Bronchopulmonary Segment,CL:0000097,1,2,0
5,34,FMA:7360 Medial Bronchopulmonary Segment,CL:0000158,1,2,0.038220158
5,35,FMA:7360 Medial Bronchopulmonary Segment,CL:0000186,1,2,0.018276494
5,36,FMA:7360 Medial Bronchopulmonary Segment,CL:0000192,1,2,0.007019331
5,38,FMA:7360 Medial Bronchopulmonary Segment,CL:0000236,1,2,0
5,39,FMA:7360 Medial Bronchopulmonary Segment,CL:0000313,1,2,0.001590413
5,40,FMA:7360 Medial Bronchopulmonary Segment,CL:0000492,1,2,0.077897494
5,41,FMA:7360 Medial Bronchopulmonary Segment,CL:0000576,1,2,0.003858395
5,42,FMA:7360 Medial Bronchopulmonary Segment,CL:0000583,1,2,0.027906813
5,43,FMA:7360 Medial Bronchopulmonary Segment,CL:0000623,1,2,0.005876085
5,49,FMA:7360 Medial Bronchopulmonary Segment,CL:0000786,1,1,0
5,53,FMA:7360 Medial Bronchopulmonary Segment,CL:0000913,1,2,0.037556824
5,55,FMA:7360 Medial Bronchopulmonary Segment,CL:0001058,1,1,0.000327907
5,57,FMA:7360 Medial Bronchopulmonary Segment,CL:0002062,1,2,0.231301694
5,58,FMA:7360 Medial Bronchopulmonary Segment,CL:0002063,1,2,0.314415424
5,59,FMA:7360 Medial Bronchopulmonary Segment,CL:0002075,1,2,0.000448585
5,62,FMA:7360 Medial Bronchopulmonary Segment,CL:0002138,1,2,0.017403595
